LineId,Date,Time,Level,Content,EventId,EventTemplate,ParameterList
11,Oct,8,09,00:44 test-pc sshd[1201635]: pam_unix(sshd:session): session opened for user test by (uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['00:44', 'sshd[1201635]: pam_unix(sshd:session):', 'test', '(uid=0)']"
12,Oct,8,09,00:44 test-pc systemd-logind[3524]: New session 184 of user test.,5cb014f5,<*> test-pc <*> New session <*> of user test.,"['00:44', 'systemd-logind[3524]:', '184']"
13,Oct,8,09,03:14 test-pc sshd[1202994]: Accepted publickey for test from 172.25.84.190 port 49817 ssh2: RSA SHA256:g9nTIAtyHZ8i9kA4F5MlErgnYOrE9ZXvfVL1yzXsRNk,d5e51ab9,<*> test-pc <*> Accepted publickey for test from <*> port <*> ssh2: RSA <*>,"['03:14', 'sshd[1202994]:', '172.25.84.190', '49817', 'SHA256:g9nTIAtyHZ8i9kA4F5MlErgnYOrE9ZXvfVL1yzXsRNk']"
14,Oct,8,09,03:14 test-pc sshd[1202994]: pam_unix(sshd:session): session opened for user test by (uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['03:14', 'sshd[1202994]: pam_unix(sshd:session):', 'test', '(uid=0)']"
15,Oct,8,09,03:14 test-pc systemd-logind[3524]: New session 185 of user test.,5cb014f5,<*> test-pc <*> New session <*> of user test.,"['03:14', 'systemd-logind[3524]:', '185']"
16,Oct,8,09,13:20 test-pc sudo:     test : problem with defaults entries ; TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ;,8bd0ff48,<*> test-pc sudo: <*> : problem with defaults entries ; <*> ; <*> ; <*> ;,"['13:20', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'USER=root']"
17,Oct,8,09,13:20 test-pc sudo: pam_unix(sudo:auth): Couldn't open /etc/securetty: 没有那个文件或目录,ae6063c7,<*> test-pc sudo: pam_unix(sudo:auth): Couldn't open /etc/securetty: 没有那个文件或目录,['13:20']
18,Oct,8,09,13:21 test-pc sudo: pam_unix(sudo:auth): Couldn't open /etc/securetty: 没有那个文件或目录,ae6063c7,<*> test-pc sudo: pam_unix(sudo:auth): Couldn't open /etc/securetty: 没有那个文件或目录,['13:21']
19,Oct,8,09,13:22 test-pc sudo:     test : TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ; COMMAND=/usr/bin/dpkg -e python3-pypdf2,9a92f171,<*> test-pc sudo: <*> : <*> ; <*> ; USER=root ; <*> <*> <*>,"['13:22', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'COMMAND=/usr/bin/dpkg', '-e python3-pypdf2']"
20,Oct,8,09,13:22 test-pc sudo: pam_unix(sudo:session): session opened for user root by test(uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['13:22', 'sudo: pam_unix(sudo:session):', 'root', 'test(uid=0)']"
21,Oct,8,09,13:22 test-pc sudo: pam_unix(sudo:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['13:22', 'sudo: pam_unix(sudo:session):', 'root']"
22,Oct,8,09,13:34 test-pc sudo:     test : problem with defaults entries ; TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ;,8bd0ff48,<*> test-pc sudo: <*> : problem with defaults entries ; <*> ; <*> ; <*> ;,"['13:34', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'USER=root']"
23,Oct,8,09,13:34 test-pc sudo:     test : TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ; COMMAND=/usr/bin/dpkg -e python3-pypdf2,9a92f171,<*> test-pc sudo: <*> : <*> ; <*> ; USER=root ; <*> <*> <*>,"['13:34', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'COMMAND=/usr/bin/dpkg', '-e python3-pypdf2']"
24,Oct,8,09,13:34 test-pc sudo: pam_unix(sudo:session): session opened for user root by test(uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['13:34', 'sudo: pam_unix(sudo:session):', 'root', 'test(uid=0)']"
25,Oct,8,09,13:34 test-pc sudo: pam_unix(sudo:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['13:34', 'sudo: pam_unix(sudo:session):', 'root']"
26,Oct,8,09,13:43 test-pc sudo:     test : problem with defaults entries ; TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ;,8bd0ff48,<*> test-pc sudo: <*> : problem with defaults entries ; <*> ; <*> ; <*> ;,"['13:43', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'USER=root']"
27,Oct,8,09,13:43 test-pc sudo:     test : TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ; COMMAND=/usr/bin/apt uninstall python3-pypdf2,9a92f171,<*> test-pc sudo: <*> : <*> ; <*> ; USER=root ; <*> <*> <*>,"['13:43', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'COMMAND=/usr/bin/apt', 'uninstall python3-pypdf2']"
28,Oct,8,09,13:43 test-pc sudo: pam_unix(sudo:session): session opened for user root by test(uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['13:43', 'sudo: pam_unix(sudo:session):', 'root', 'test(uid=0)']"
29,Oct,8,09,13:43 test-pc sudo: pam_unix(sudo:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['13:43', 'sudo: pam_unix(sudo:session):', 'root']"
30,Oct,8,09,14:00 test-pc sudo:     test : problem with defaults entries ; TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ;,8bd0ff48,<*> test-pc sudo: <*> : problem with defaults entries ; <*> ; <*> ; <*> ;,"['14:00', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'USER=root']"
31,Oct,8,09,14:00 test-pc sudo:     test : TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ; COMMAND=/usr/bin/dpkg -r python3-pypdf2,9a92f171,<*> test-pc sudo: <*> : <*> ; <*> ; USER=root ; <*> <*> <*>,"['14:00', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'COMMAND=/usr/bin/dpkg', '-r python3-pypdf2']"
32,Oct,8,09,14:00 test-pc sudo: pam_unix(sudo:session): session opened for user root by test(uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['14:00', 'sudo: pam_unix(sudo:session):', 'root', 'test(uid=0)']"
33,Oct,8,09,14:00 test-pc sudo: pam_unix(sudo:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['14:00', 'sudo: pam_unix(sudo:session):', 'root']"
34,Oct,8,09,14:13 test-pc sudo:     test : problem with defaults entries ; TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ;,8bd0ff48,<*> test-pc sudo: <*> : problem with defaults entries ; <*> ; <*> ; <*> ;,"['14:13', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'USER=root']"
35,Oct,8,09,14:13 test-pc sudo:     test : TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ; COMMAND=/usr/bin/dpkg -r python3-pypdf2 --force,eb6873cf,<*> test-pc sudo: test : <*> ; <*> ; USER=root ; <*> <*> <*> <*>,"['14:13', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'COMMAND=/usr/bin/dpkg', '-r python3-pypdf2 --force']"
36,Oct,8,09,14:13 test-pc sudo: pam_unix(sudo:session): session opened for user root by test(uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['14:13', 'sudo: pam_unix(sudo:session):', 'root', 'test(uid=0)']"
37,Oct,8,09,14:13 test-pc sudo: pam_unix(sudo:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['14:13', 'sudo: pam_unix(sudo:session):', 'root']"
38,Oct,8,09,14:31 test-pc sudo:     test : problem with defaults entries ; TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ;,8bd0ff48,<*> test-pc sudo: <*> : problem with defaults entries ; <*> ; <*> ; <*> ;,"['14:31', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'USER=root']"
39,Oct,8,09,14:31 test-pc sudo:     test : TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ; COMMAND=/usr/bin/dpkg -r --force python3-pypdf2,eb6873cf,<*> test-pc sudo: test : <*> ; <*> ; USER=root ; <*> <*> <*> <*>,"['14:31', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'COMMAND=/usr/bin/dpkg', '-r --force python3-pypdf2']"
40,Oct,8,09,14:31 test-pc sudo: pam_unix(sudo:session): session opened for user root by test(uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['14:31', 'sudo: pam_unix(sudo:session):', 'root', 'test(uid=0)']"
41,Oct,8,09,14:31 test-pc sudo: pam_unix(sudo:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['14:31', 'sudo: pam_unix(sudo:session):', 'root']"
42,Oct,8,09,14:40 test-pc sudo:     test : problem with defaults entries ; TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ;,8bd0ff48,<*> test-pc sudo: <*> : problem with defaults entries ; <*> ; <*> ; <*> ;,"['14:40', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'USER=root']"
43,Oct,8,09,14:41 test-pc sudo:     test : TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ; COMMAND=/usr/bin/dpkg -r python3-pypdf2 --force,eb6873cf,<*> test-pc sudo: test : <*> ; <*> ; USER=root ; <*> <*> <*> <*>,"['14:41', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'COMMAND=/usr/bin/dpkg', '-r python3-pypdf2 --force']"
44,Oct,8,09,14:41 test-pc sudo: pam_unix(sudo:session): session opened for user root by test(uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['14:41', 'sudo: pam_unix(sudo:session):', 'root', 'test(uid=0)']"
45,Oct,8,09,14:41 test-pc sudo: pam_unix(sudo:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['14:41', 'sudo: pam_unix(sudo:session):', 'root']"
46,Oct,8,09,17:01 test-pc CRON[1223829]: pam_unix(cron:session): session opened for user root by (uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['17:01', 'CRON[1223829]: pam_unix(cron:session):', 'root', '(uid=0)']"
47,Oct,8,09,17:01 test-pc CRON[1223829]: pam_unix(cron:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['17:01', 'CRON[1223829]: pam_unix(cron:session):', 'root']"
48,Oct,8,09,17:26 test-pc sudo: pam_unix(sudo:session): session closed for user test,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['17:26', 'sudo: pam_unix(sudo:session):', 'test']"
49,Oct,8,09,17:40 test-pc CRON[1200950]: pam_unix(cron:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['17:40', 'CRON[1200950]: pam_unix(cron:session):', 'root']"
50,Oct,8,09,18:20 test-pc sudo:     test : problem with defaults entries ; TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ;,8bd0ff48,<*> test-pc sudo: <*> : problem with defaults entries ; <*> ; <*> ; <*> ;,"['18:20', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'USER=root']"
51,Oct,8,09,18:20 test-pc sudo:     test : TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ; COMMAND=/usr/bin/dpkg --force-all -r python3-pypdf2,eb6873cf,<*> test-pc sudo: test : <*> ; <*> ; USER=root ; <*> <*> <*> <*>,"['18:20', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'COMMAND=/usr/bin/dpkg', '--force-all -r python3-pypdf2']"
52,Oct,8,09,18:20 test-pc sudo: pam_unix(sudo:session): session opened for user root by test(uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['18:20', 'sudo: pam_unix(sudo:session):', 'root', 'test(uid=0)']"
53,Oct,8,09,18:21 test-pc sudo: pam_unix(sudo:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['18:21', 'sudo: pam_unix(sudo:session):', 'root']"
54,Oct,8,09,19:19 test-pc systemd-logind[3524]: s3 config support mem standby freeze,a0a782fd,<*> test-pc <*> s3 config support mem standby freeze,"['19:19', 'systemd-logind[3524]:']"
55,Oct,8,09,19:19 test-pc systemd-logind[3524]: s3 config support mem standby freeze,a0a782fd,<*> test-pc <*> s3 config support mem standby freeze,"['19:19', 'systemd-logind[3524]:']"
56,Oct,8,09,19:23 test-pc ukui-screensaver-dialog: PAM unable to dlopen(pam_gnome_keyring.so): /lib/security/pam_gnome_keyring.so: 无法打开共享对象文件: 没有那个文件或目录,1c15db5d,<*> test-pc ukui-screensaver-dialog: PAM unable to dlopen(pam_gnome_keyring.so): /lib/security/pam_gnome_keyring.so: 无法打开共享对象文件: 没有那个文件或目录,['19:23']
57,Oct,8,09,19:23 test-pc ukui-screensaver-dialog: PAM adding faulty module: pam_gnome_keyring.so,8493c888,<*> test-pc ukui-screensaver-dialog: PAM adding faulty module: pam_gnome_keyring.so,['19:23']
58,Oct,8,09,"19:23 test-pc ukui-screensaver-dialog: pam_succeed_if(ukui-screensaver-qt:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""test""",d0280b79,"<*> test-pc ukui-screensaver-dialog: pam_succeed_if(ukui-screensaver-qt:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""test""",['19:23']
59,Oct,8,09,30:01 test-pc CRON[1229859]: pam_unix(cron:session): session opened for user root by (uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['30:01', 'CRON[1229859]: pam_unix(cron:session):', 'root', '(uid=0)']"
60,Oct,8,09,30:01 test-pc CRON[1229859]: pam_unix(cron:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['30:01', 'CRON[1229859]: pam_unix(cron:session):', 'root']"
61,Oct,8,09,55:17 test-pc sudo:     test : problem with defaults entries ; TTY=pts/2 ; PWD=/home/test/ben/test-print/pypdf2/usr/lib/python3/dist-packages/PyPDF2 ; USER=root ;,8bd0ff48,<*> test-pc sudo: <*> : problem with defaults entries ; <*> ; <*> ; <*> ;,"['55:17', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print/pypdf2/usr/lib/python3/dist-packages/PyPDF2', 'USER=root']"
62,Oct,8,09,55:17 test-pc sudo: pam_unix(sudo:auth): Couldn't open /etc/securetty: 没有那个文件或目录,ae6063c7,<*> test-pc sudo: pam_unix(sudo:auth): Couldn't open /etc/securetty: 没有那个文件或目录,['55:17']
63,Oct,8,09,55:19 test-pc sudo: pam_unix(sudo:auth): Couldn't open /etc/securetty: 没有那个文件或目录,ae6063c7,<*> test-pc sudo: pam_unix(sudo:auth): Couldn't open /etc/securetty: 没有那个文件或目录,['55:19']
64,Oct,8,09,55:19 test-pc sudo:     test : TTY=pts/2 ; PWD=/home/test/ben/test-print/pypdf2/usr/lib/python3/dist-packages/PyPDF2 ; USER=root ; COMMAND=/usr/bin/apt install python3-pypdf2,9a92f171,<*> test-pc sudo: <*> : <*> ; <*> ; USER=root ; <*> <*> <*>,"['55:19', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print/pypdf2/usr/lib/python3/dist-packages/PyPDF2', 'COMMAND=/usr/bin/apt', 'install python3-pypdf2']"
65,Oct,8,09,55:19 test-pc sudo: pam_unix(sudo:session): session opened for user root by test(uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['55:19', 'sudo: pam_unix(sudo:session):', 'root', 'test(uid=0)']"
66,Oct,8,09,55:22 test-pc sudo: pam_unix(sudo:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['55:22', 'sudo: pam_unix(sudo:session):', 'root']"
67,Oct,8,09,59:55 test-pc sshd[1243303]: Accepted publickey for test from 172.25.84.190 port 51386 ssh2: RSA SHA256:g9nTIAtyHZ8i9kA4F5MlErgnYOrE9ZXvfVL1yzXsRNk,d5e51ab9,<*> test-pc <*> Accepted publickey for test from <*> port <*> ssh2: RSA <*>,"['59:55', 'sshd[1243303]:', '172.25.84.190', '51386', 'SHA256:g9nTIAtyHZ8i9kA4F5MlErgnYOrE9ZXvfVL1yzXsRNk']"
68,Oct,8,09,59:55 test-pc sshd[1243303]: pam_unix(sshd:session): session opened for user test by (uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['59:55', 'sshd[1243303]: pam_unix(sshd:session):', 'test', '(uid=0)']"
69,Oct,8,09,59:55 test-pc systemd-logind[3524]: New session 188 of user test.,5cb014f5,<*> test-pc <*> New session <*> of user test.,"['59:55', 'systemd-logind[3524]:', '188']"
70,Oct,8,10,00:01 test-pc CRON[1243397]: pam_unix(cron:session): session opened for user root by (uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['00:01', 'CRON[1243397]: pam_unix(cron:session):', 'root', '(uid=0)']"
71,Oct,8,10,00:01 test-pc CRON[1243396]: pam_unix(cron:session): session opened for user root by (uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['00:01', 'CRON[1243396]: pam_unix(cron:session):', 'root', '(uid=0)']"
72,Oct,8,10,00:01 test-pc CRON[1243396]: pam_unix(cron:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['00:01', 'CRON[1243396]: pam_unix(cron:session):', 'root']"
73,Oct,8,10,01:19 test-pc CRON[1243397]: pam_unix(cron:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['01:19', 'CRON[1243397]: pam_unix(cron:session):', 'root']"
74,Oct,8,10,04:13 test-pc sudo:     test : problem with defaults entries ; TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ;,8bd0ff48,<*> test-pc sudo: <*> : problem with defaults entries ; <*> ; <*> ; <*> ;,"['04:13', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'USER=root']"
75,Oct,8,10,04:13 test-pc sudo:     test : TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ; COMMAND=/usr/bin/apt --force-all -r python3-pypdf2,eb6873cf,<*> test-pc sudo: test : <*> ; <*> ; USER=root ; <*> <*> <*> <*>,"['04:13', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'COMMAND=/usr/bin/apt', '--force-all -r python3-pypdf2']"
76,Oct,8,10,04:13 test-pc sudo: pam_unix(sudo:session): session opened for user root by test(uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['04:13', 'sudo: pam_unix(sudo:session):', 'root', 'test(uid=0)']"
77,Oct,8,10,04:13 test-pc sudo: pam_unix(sudo:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['04:13', 'sudo: pam_unix(sudo:session):', 'root']"
78,Oct,8,10,04:20 test-pc sudo:     test : problem with defaults entries ; TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ;,8bd0ff48,<*> test-pc sudo: <*> : problem with defaults entries ; <*> ; <*> ; <*> ;,"['04:20', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'USER=root']"
79,Oct,8,10,04:20 test-pc sudo:     test : TTY=pts/2 ; PWD=/home/test/ben/test-print ; USER=root ; COMMAND=/usr/bin/dpkg --force-all -r python3-pypdf2,eb6873cf,<*> test-pc sudo: test : <*> ; <*> ; USER=root ; <*> <*> <*> <*>,"['04:20', 'TTY=pts/2', 'PWD=/home/test/ben/test-print', 'COMMAND=/usr/bin/dpkg', '--force-all -r python3-pypdf2']"
80,Oct,8,10,04:20 test-pc sudo: pam_unix(sudo:session): session opened for user root by test(uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['04:20', 'sudo: pam_unix(sudo:session):', 'root', 'test(uid=0)']"
81,Oct,8,10,04:21 test-pc sudo: pam_unix(sudo:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['04:21', 'sudo: pam_unix(sudo:session):', 'root']"
82,Oct,8,10,06:22 test-pc sudo:     test : problem with defaults entries ; TTY=pts/2 ; PWD=/home/test/ben/test-print/pypdf2-pip ; USER=root ;,8bd0ff48,<*> test-pc sudo: <*> : problem with defaults entries ; <*> ; <*> ; <*> ;,"['06:22', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print/pypdf2-pip', 'USER=root']"
83,Oct,8,10,06:22 test-pc sudo:     test : TTY=pts/2 ; PWD=/home/test/ben/test-print/pypdf2-pip ; USER=root ; COMMAND=/usr/bin/apt install python3-pypdf2,9a92f171,<*> test-pc sudo: <*> : <*> ; <*> ; USER=root ; <*> <*> <*>,"['06:22', 'test', 'TTY=pts/2', 'PWD=/home/test/ben/test-print/pypdf2-pip', 'COMMAND=/usr/bin/apt', 'install python3-pypdf2']"
84,Oct,8,10,06:22 test-pc sudo: pam_unix(sudo:session): session opened for user root by test(uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['06:22', 'sudo: pam_unix(sudo:session):', 'root', 'test(uid=0)']"
85,Oct,8,10,06:25 test-pc sudo: pam_unix(sudo:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['06:25', 'sudo: pam_unix(sudo:session):', 'root']"
86,Oct,8,10,06:51 test-pc sshd[1246821]: Accepted publickey for test from 172.25.84.190 port 51538 ssh2: RSA SHA256:g9nTIAtyHZ8i9kA4F5MlErgnYOrE9ZXvfVL1yzXsRNk,d5e51ab9,<*> test-pc <*> Accepted publickey for test from <*> port <*> ssh2: RSA <*>,"['06:51', 'sshd[1246821]:', '172.25.84.190', '51538', 'SHA256:g9nTIAtyHZ8i9kA4F5MlErgnYOrE9ZXvfVL1yzXsRNk']"
87,Oct,8,10,06:51 test-pc sshd[1246821]: pam_unix(sshd:session): session opened for user test by (uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['06:51', 'sshd[1246821]: pam_unix(sshd:session):', 'test', '(uid=0)']"
88,Oct,8,10,06:51 test-pc systemd-logind[3524]: New session 191 of user test.,5cb014f5,<*> test-pc <*> New session <*> of user test.,"['06:51', 'systemd-logind[3524]:', '191']"
89,Oct,8,10,12:03 test-pc sshd[1249257]: Accepted publickey for test from 172.25.84.190 port 51691 ssh2: RSA SHA256:g9nTIAtyHZ8i9kA4F5MlErgnYOrE9ZXvfVL1yzXsRNk,d5e51ab9,<*> test-pc <*> Accepted publickey for test from <*> port <*> ssh2: RSA <*>,"['12:03', 'sshd[1249257]:', '172.25.84.190', '51691', 'SHA256:g9nTIAtyHZ8i9kA4F5MlErgnYOrE9ZXvfVL1yzXsRNk']"
90,Oct,8,10,12:03 test-pc sshd[1249257]: pam_unix(sshd:session): session opened for user test by (uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['12:03', 'sshd[1249257]: pam_unix(sshd:session):', 'test', '(uid=0)']"
91,Oct,8,10,12:03 test-pc systemd-logind[3524]: New session 192 of user test.,5cb014f5,<*> test-pc <*> New session <*> of user test.,"['12:03', 'systemd-logind[3524]:', '192']"
92,Oct,8,10,12:11 test-pc sshd[1249403]: Accepted publickey for test from 172.25.84.216 port 56170 ssh2: RSA SHA256:uSnfiCrhEOj0lBbLBrwx6GB79lZl/4aXxV9sC+bzy40,d5e51ab9,<*> test-pc <*> Accepted publickey for test from <*> port <*> ssh2: RSA <*>,"['12:11', 'sshd[1249403]:', '172.25.84.216', '56170', 'SHA256:uSnfiCrhEOj0lBbLBrwx6GB79lZl/4aXxV9sC+bzy40']"
93,Oct,8,10,12:11 test-pc sshd[1249403]: pam_unix(sshd:session): session opened for user test by (uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['12:11', 'sshd[1249403]: pam_unix(sshd:session):', 'test', '(uid=0)']"
94,Oct,8,10,12:11 test-pc systemd-logind[3524]: New session 193 of user test.,5cb014f5,<*> test-pc <*> New session <*> of user test.,"['12:11', 'systemd-logind[3524]:', '193']"
95,Oct,8,10,17:01 test-pc CRON[1252315]: pam_unix(cron:session): session opened for user root by (uid=0),8a0ea4d5,<*> test-pc <*> <*> session opened for user <*> by <*>,"['17:01', 'CRON[1252315]: pam_unix(cron:session):', 'root', '(uid=0)']"
96,Oct,8,10,17:01 test-pc CRON[1252315]: pam_unix(cron:session): session closed for user root,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['17:01', 'CRON[1252315]: pam_unix(cron:session):', 'root']"
97,Oct,8,10,21:22 test-pc sshd[1202994]: pam_unix(sshd:session): session closed for user test,d782cc31,<*> test-pc <*> <*> session closed for user <*>,"['21:22', 'sshd[1202994]: pam_unix(sshd:session):', 'test']"
